dataId,region,genre,contentType,title,length,releaseYear,votes,rating,description
102043,United States,Crime,movie,Adios Vaya Con Dios,95.0,2014,357,8.7,"Inspired by real events a day of reckoning approaches for Rory, a rising Irish-Mexican street gang member, when his trusted life-long friend Eloy, is released from prison."
99447,India,Crime,movie,Shadow Assassins,125.0,2022,383,8.4,"Nirbhay Kalita, a young ambitious boy who got sucked into vengeance after his dear ones are assassinated."
97982,United States,Horror,movie,The Belly of the Beast,89.0,2008,398,9.0,"In 2008, 12 Disciples of Satan are released upon the earth, to do battle with 12 Disciples of direct descendants of the Apostles."
95398,India,Thriller,movie,Bulbule,95.0,2021,426,8.9,"Two friends, Harmeet and Irfan, from two different minority communities in India, meet after a gap of 5 years. What begins as a conversation amongst two friends catching up on old times, ...                 »
"
93551,India,Crime,movie,Baaram,92.0,2018,449,8.0,"Karuppasamy, a watchman, lives with his sister, Menmozhi, and her family in Tamil Nadu. Early one morning, Karuppasamy is involved in a hit-and-run accident and breaks his hip. 8 days later, he is dead. How did Karuppasamy die?"
93061,India,Crime,movie,College road,124.0,2022,456,9.3,"Ajay, a college student develops software to help nab cyber criminals. At the same time, a cyber crime spree is happening in Chennai."
91371,India,Crime,movie,Nirbandham,83.0,2020,480,8.4,The movie delves into the psychology of rapists while also depicting the heart wrenching darker aspects brought out by the lockdown during coronavirus pandemic.
89982,India,Horror,movie,Ieandavi,117.0,2021,502,8.7,"Three couples take on an adventurous journey into the forest but soon one of the girls goes missing. Their search for her takes a horrific turn when one of the boys dies. Soon, the group ...                 »
"
83505,United States,Thriller,movie,Interview with the Antichrist,100.0,2020,618,8.4,A live interview with the Antichrist is broadcast to 2 billion people during the final year of the Great Tribulation.
82785,United States,Thriller,movie,By Deception,94.0,2022,633,8.6,A promising novelist finds himself trapped in a terrifying reality as he reckons with the notion that a murderer is in his midst.
78855,India,Crime,movie,Thanks Maa,120.0,2009,729,8.1,A homeless petty thief attempts to find the biological mother of an abandoned baby.
78095,United States,Crime,movie,The Deposition,80.0,2012,750,8.1,"When a man is involved in a car wreck that kills his former lover, his life is derailed and his mind is splintered with guilt and the subsequent uncertainty about what exactly happened. Now...                 »
"
77746,India,Crime,movie,Thazhvaram,130.0,1990,760,8.1,Balan and Raju's friendly relationship turns into rivalry when Raju murders his wife and robs his hard-earned money. Balan decides to take revenge on Raju.
77806,Canada,Crime,movie,Bloody Romeo,128.0,2021,758,8.0,"Some mysterious events are the talk of the town. Amongst these strange incidents there is an introvert, soft hearted guy Romeo; he is happy being single until one day he meets Layla."
75907,India,Thriller,movie,Beega,-1.0,2023,817,9.9,"Add a Plot
"
75729,India,Crime,movie,Drishya,154.0,2014,822,8.3,A man takes desperate measures to try to save his family from the dark side of the law after they commit an unexpected crime.
75777,India,Thriller,movie,Long Drive,-1.0,2023,820,9.2,"A couple, and two friends, who go through some hardship during the trip."
75038,India,Thriller,movie,Dokyala Shot,122.0,2019,845,8.0,"A Marathi boy suffers a head injury which results in him losing his memory. After the accident, his friends find out that he has no clue about his impending marriage."
74480,India,Thriller,movie,Raado,142.0,2022,864,8.9,"Powerful people with strong political influence, leaders of the crowd, and determined law enforcement collide with one another and the universe implodes."
74157,United States,Crime,movie,Sweeney Todd: The Demon Barber of Fleet Street in Concert,150.0,-1,876,8.6,"This movie is a recorded performance in concert. It all begins when Benjamin Barker( George Hearn), a mysterious,quiet,and subtle barber, returns to his hometown in London after escaping ...                 »
"
73646,India,Horror,movie,Deyyam,98.0,2021,895,8.0,This film explores the competing strengths of a father's love and an evil spirit's will to possess.
71677,India,Thriller,movie,Kiriti Roy,143.0,2016,973,8.9,"The story revolves around five friends--Sunil, Brajesh, Ranjan, Suhash, and Avijit--who are all attracted to their common friend Basobi, who seems to be close to Ranjan. Then, she suddenly ...                 »
"
70363,India,Crime,movie,Ganaa,-1.0,2023,1119,10.0,"Add a Plot
"
70103,India,Crime,movie,Dhwani,116.0,2022,1045,8.7,"The plot captivates the viewer with its special screenplay by unfolding multiple twists, keeping the audience engaged throughout the movie. The story revolves around a mysterious and brutal...                 »
"
70111,India,Thriller,movie,Kadala Theerada Bhargava,-1.0,2023,1044,9.0,"Add a Plot
"
68275,India,Thriller,movie,Kadhanika,128.0,2021,1132,8.6,Its Horror movie
67751,India,Crime,movie,Case 30,120.0,2022,1158,9.0,CASE 30 tells the story of a murder case which has been assigned to Crime Branch Officer Arjun bharadwaj. How Arjun investigates and unthreads the case is the rest of the story.
67246,India,Horror,movie,Shhh!,135.0,1993,1185,8.7,"A film crew arrives at a village and is soon haunted by supernatural beings, during their shoot of a horror movie."
66507,India,Crime,movie,Kali Jotta,130.0,2023,1227,8.2,Kali Jotta revolves around the life and struggle of Raabia and her student Anant. Their relationship raises various questions and disagreements towards the politics of gender performativity in Indian cultural system.
66728,India,Crime,movie,3E,110.0,2022,1215,8.5,"Following the closing arguments in a murder trial, the case is about to be closed as a guilty verdict with a unanimous decision. But a Jr. lawyer casts considerable doubt on elements of the case which shall derail the total conflict"
61636,India,Crime,movie,Kurangu Bommai,106.0,2017,1574,8.0,"A loyal worker, Sundaram takes orders from his boss Ekamabaram, even when Ekamabaram asks Sundaram to smuggle a valuable idol in his car."
60795,India,Crime,movie,Chase in the dark,143.0,2022,1648,8.5,"Conflicted, troubled individuals search for ways to get over their personal and professional turmoil and their lives come across and intersect with each other with such incidents that change their life forever!!! Chase subtly touches many grave issues and gives a strong message that no matter what happens, giving up and running away is not the answer!"
58666,United States,Horror,tvSeries,GEMINI HOME ENTERTAINMENT,-1.0,2019,103,8.7,"Various educational tapes that tell a story about strange creatures, an odd disease, and the end of the world."
58806,India,Crime,movie,Drushyam 2,155.0,2021,1845,8.2,Secrets from the past are brought to light due to an unexpected turn of events. Can Rambabu save his family this time?
58808,India,Crime,movie,Ardh Satya,130.0,1983,1845,8.1,"A newly appointed police rookie deals with corruption, romance, and brutality."
57690,India,Thriller,tvSeries,Goyenda Ginni,-1.0,2015,107,8.4,"Mrs Parama Mitra, a middle-aged woman, catches the eye of a policeman when she solves a theft case. She is offered a job as an investigator but she must balance it with her homemaker duties."
57325,India,Thriller,tvSeries,Achanak 37 Saal Baad,-1.0,2002,108,9.0,Strange things happen in Gahota every 37 years causing a strange hysteria in people and leading them to kill others or themselves and not remembering anything once the cycle is over in a few months.
56726,United States,Sport,tvSeries,Michael Fassbender: Road to Le Mans,-1.0,2019,111,8.6,Michael Fassbender's journey from novice racer to Le Mans competitor.
56729,India,Horror,tvSeries,Ratris Khel Chale,22.0,2016,111,8.1,"Naik family consists of Anna his wife 3 sons and a widowed daughter his sons Dattaram,Abhiram and daughter Chhaya stay with him in the village his elder son Mahadav his settled with his ...                 »
"
56869,United States,Crime,tvSeries,True Blue,60.0,1989,110,8.7,The Emergency Service Unit of the NYPD is a fast paced team performing tactical and rescue operations beyond the scope of the beat cop. The focus is the bizarre circumstances the diverse group encounters.
55983,United States,Sport,tvSeries,NFL Top 10,47.0,2007,114,8.2,"NFL Top 10 is a high-octane perspective that provides analysis of some of the most intriguing subjects in the NFL, creating and debating a top ten list for each category. Each episode ...                 »
"
56219,India,Crime,movie,Cherasaala,140.0,2022,1985,8.8,"Add a Plot
"
55822,United Kingdom,Crime,tvSeries,Gangsters,50.0,1976,115,8.0,"Hard-hitting drama in which Maurice Colbourne plays John Kline, a former SAS operative and convicted criminal who is released from prison and recruited to act as an undercover agent within Birmingham's underworld."
55866,United States,Crime,tvSeries,Animal Precinct,60.0,2001,115,8.4,"Animal Precinct follows the officers of the Humane Law Enforcement division of the American Society for the Prevention of Cruelty to Animals (ASPCA) as they investigate cases of animal ...                 »
"
55023,United States,Crime,tvSeries,Unlocking the Truth,60.0,2016,119,8.2,"Love, lust, murder, mystery, suspense...all the makings of a great dramatic story. The catch? It's not a fictional story. It's real life. This serialized documentary series follows the ...                 »
"
55389,United States,Crime,tvSeries,Pandora's Box: Unleashing Evil,-1.0,2016,117,8.6,"Most stories end with the crime, but sometimes the crime scene represents just the tip of the iceberg. From a murder scene that tipped police off to a polygamist secret society to a random ...                 »
"
53925,India,Crime,movie,Yutham Sei,160.0,2011,2132,8.0,A common man's ability to defeat the devil. A cop identifies the mystery and solves the problem.
53938,India,Crime,movie,C.S.I Sanatan,-1.0,2023,2130,9.6,"A CSI agent investigates the murder of a company's CEO. As new information about the victim and the five suspects who are his employees comes to light, the case gets more complicated"
54238,India,Crime,movie,Mulshi Pattern,155.0,2018,2122,8.3,"A stark portrayal of the hardships faced by farmers, Mulshi Pattern tackles some of the raging issues of our times. The film lays bare the deep flaws of the system which turns the farmer into a criminal and a social outcast."
53617,United States,Sport,tvSeries,Home Run Derby,30.0,1959,126,8.6,"A series of filmed home run contests between two sluggers of the late 1950s/early 1960s, one National Leaguer, one American Leaguer. The batters had to swing at every pitch in the strike ...                 »
"
52964,India,Crime,movie,Stop Watch,86.0,2022,2208,8.4,"Jay is a popular businessman, whose wife (Harika) mysteriously goes missing. Yogi is a lawyer hired by the victim's family. Based on the evidence found by the Forensic Department, Yogi ...                 »
"
53051,India,Horror,movie,Bairan Palli,91.0,2022,2193,8.8,Telugu film directed by Venkat Kacharla.
53279,Canada,Crime,tvSeries,Faits divers,41.0,2017,127,8.2,-A triple murder shatters the calm of a small Québec town (in Canada).
52747,United Kingdom,Crime,tvSeries,The Knock,-1.0,1994,130,8.0,The Knock follows Her Majesty's Customs and Excise officers' lives and their efforts to hunt down the criminals trying to smuggle all sorts of contraband to the UK.
52182,Canada,Crime,tvSeries,Omertà - Le dernier des hommes d'honneur,-1.0,1999,134,8.3,"Add a Plot
"
51585,India,Crime,movie,Vazhakku Enn 18/9,124.0,2012,2317,8.3,A girl gets in trouble when her boyfriend films her private moments on his mobile phone without her knowledge.
51738,United States,Crime,tvSeries,ATL Homicide,60.0,2018,136,8.2,"A reality-based crime story series with interesting plot twists dealing with some of the citizens of Atlanta. The dramatizations are profoundly chosen. The true life stories include unusual...                 »
"
51017,India,Crime,tvSeries,Shahi Majra,-1.0,2022,139,8.3,"It revolves around the story of Agam, a simple and sober village girl who falls prey to the lavish city lifestyle of chandigarh. The story follows her life story and also death."
51347,United States,Crime,tvSeries,Detective Diaries,-1.0,2021,138,8.3,Follows five American detectives as they trigger memories and reexamine the shocking cases that defined their careers.
51390,India,Thriller,tvSeries,Jasoos Vijay,-1.0,2002,138,8.5,Detective Vijay must find the killers before they commit further murders and must educate the village people about HIV/AIDS.
50877,United Kingdom,Sport,tvSeries,Football's Greatest,-1.0,2010,141,8.5,Football's greatest is TV-series featuring one of the best players of the game
50013,Canada,Crime,tvSeries,Exhibit A: Secrets of Forensic Science,-1.0,1997,146,8.3,This series features interesting crimes stories where forensic science played critical role in solving.
49060,United States,Sport,tvSeries,Dhani Tackles the Globe,-1.0,2009,153,8.2,"Dhani Jones will need more than shoulder pads where he's going. The famed NFL linebacker and Renaissance man is about to embark on a global sports odyssey that will take him anywhere with a...                 »
"
48719,United Kingdom,Thriller,tvSeries,Bird of Prey,50.0,1982,154,8.3,A minor bureaucrat battles a ruthless international criminal organization.
48197,India,Crime,tvSeries,Special Squad,-1.0,2005,158,8.5,"Special Squad solves crimes that are ingeniously designed, meticulously planned and brilliantly executed. In short, Special Squad busts perfect crimes - almost perfect."
48261,India,Thriller,tvSeries,Roktokorobi,355.0,2023,157,8.2,One of Satyaki's patients commits suicide while under treatment. It leaves him broken. He quits practicing as a psychologist as locals ransack his chamber. Satyaki goes to his aunt's house at Jonai where uncanny events start taking place.
48289,United States,Crime,tvSeries,The Jersey Connection,-1.0,2018,157,8.3,"Explosive tales of vengeance, violence and greed are depicted in this stylized crime saga set in New Jersey."
47707,United States,Crime,tvSeries,The Shift,60.0,2008,162,8.3,"First class, experienced homicide detectives work together to solve murders of every kind and motive in Indianapolis, Indiana."
47244,United Kingdom,Crime,tvSeries,Stanton Blues,50.0,1998,165,8.3,"This is a police drama series that depicts the working lives of a group of policemen in the fictitious Northern town of Stanton. The filming is done in a fly-on-the-wall, documentary style ...                 »
"
46302,United States,Crime,tvSeries,The Roaring 20's,60.0,1960,172,8.1,The adventures of a newspaper reporter covering the world of cops and gangsters in 1920s Chicago.
45255,United States,Crime,tvSeries,87th Precinct,60.0,1961,181,8.3,"Manhattan's 87th precinct forms the backdrop for this grim and gritty police drama based on the long-running series of novels by Ed McBain. Storylines focus on neighborhood crime, and the ...                 »
"
44806,United States,Crime,tvSeries,Caught in Providence,23.0,2000,184,8.1,"Real people have their cases heard in Providence Municipal Court. The cases include traffic, parking, and arraignments for criminal offences. ""You could never script the excuses that are ...                 »
"
43790,United States,Horror,tvSeries,Vampire: The Masquerade: L.A. By Night,-1.0,2018,192,8.8,"Led by Storyteller Jason Carl of White Wolf Entertainment, L.A. By Night is a dark tale of personal horror and inhuman conspiracy that sees four vampires doing their best to navigate the ...                 »
"
43801,United States,Crime,tvSeries,100 Centre Street,60.0,2001,192,8.0,The lives and work of the staff of a New York City courthouse.
42883,United States,Thriller,tvSeries,Declassified: Untold Stories of American Spies,42.0,2016,199,8.1,"Explore the true stories of America's covert operations told firsthand by the agents who lived them, while getting unprecedented access to the riveting and secret world of espionage."
41786,United States,Horror,tvSeries,Survivors Zombies,-1.0,2019,211,8.0,"The series is based on the Robert Kirkman, Tony Moore and Charlie Adlard comic series - 'The Walking Dead' -. The story focuses on the United States and the extinction of the Zombies and ...                 »
"
42312,India,Crime,tvSeries,Tehkikaat,-1.0,1994,205,8.5,"Two private detectives, Sam D'Silva and Gopichand, embark on different quests to solve various murder mysteries."
40650,India,Crime,movie,Iraivi,160.0,2016,3439,8.0,A drama about an alcoholic filmmaker and his friends who bring trouble to the women in their lives.
40671,India,Crime,movie,Sathuranga Vettai,145.0,2014,3434,8.1,"Ace conman Gandhi effortlessly thinks up schemes to swindle gullible and greedy folks. However on a rare occasion, things don't go according to plan and he ends up in the clutches of a ruthless gang who demand schemes from him for money."
39979,United States,Sport,tvSeries,Cruiserweight Classic: CWC,60.0,2016,228,8.5,A 32 man lightweight tournament airing on the WWE Network showcasing talents from all around the world.
40337,United States,Horror,tvSeries,UnDeadwood,-1.0,2019,225,8.8,"In the town of Deadwood, where rumors of supernatural happenings and illegal mining activity have come to a head, five strangers are hired to investigate, fight an evil they've never encountered and save their very souls in the process."
39886,United States,Sport,tvSeries,UFC PPV Events,-1.0,1993,230,8.7,"Add a Plot
"
39374,United States,Horror,tvSeries,The Backrooms,6.0,2022,235,8.6,A mystery series revolving around a plot to get inside a mysterious alternate dimension known as The Backrooms.
38634,India,Thriller,movie,Chotushkone,148.0,2014,3724,8.2,Four famous directors and old friends are reunited together by an unknown producer to make a film. They make four short story in this film with one theme: Death.
38879,United States,Crime,tvSeries,Johnny Staccato,24.0,1959,241,8.1,Johnny Staccato is a jazz pianist and private detective.
37934,United States,Crime,tvSeries,EZ Streets,60.0,1996,252,8.4,"Gritty crime drama set in a corrupt decaying city near the Canada-U.S. border about the leader of a vicious new gang called the EZs, a dedicated cop who's struggling to stop him, and an ex-con forced to work for the gangster."
36872,United Kingdom,Crime,tvSeries,Gideon C.I.D.,60.0,1964,267,8.1,Follows Commander George Gideon of Scotland Yard and his family life.
35976,United States,Crime,tvSeries,On Patrol: Live,-1.0,2022,278,9.1,It follows the everyday lives of police officers on patrol from diverse departments across America.
35989,United Kingdom,Crime,tvSeries,Five Red Herrings,-1.0,1975,278,8.1,"Solve the mystery with Lord Peter Wimsey, based on the book by Dorothy L Sayers."
36060,India,Crime,movie,Mahanadi,162.0,1994,4197,8.6,"An innocent man is framed in a financial scam and imprisoned. After his release, he learns that his daughter was sold into prostitution and he struggles to free her."
36362,United States,Crime,tvSeries,Live PD Presents PD Cam,30.0,2018,275,8.2,"PC Cam is law enforcement, up close and personal. In each 30-minute, heart-pumping episode, Sgt Sean ""Sticks"" Larkin of the Tulsa Police Department Gang Unit brings viewers an honest and ...                 »
"
34972,India,Sport,tvSeries,2011 Cricket World Cup,-1.0,2011,295,9.4,"The 2011 ICC Cricket World Cup (officially known as ICC Cricket World Cup 2011) was the tenth Cricket World Cup. It was played in India, Sri Lanka, and (for the first time) Bangladesh. ...                 »
"
35291,United Kingdom,Crime,tvSeries,Maigret,50.0,1960,292,8.0,Televisations of the Maigret novels by Georges Simenon.
35296,United Kingdom,Crime,tvSeries,A Dorothy L. Sayers Mystery,52.0,1987,292,8.2,A gentleman sleuth solves mysteries and falls in love with a detective novelist.
35310,Canada,Thriller,tvSeries,"Omerta, la loi du silence",528.0,1996,292,8.4,"Gilbert Tanguay, the director of the anti-crime squad, hires two men to catch the head of Montreal's Mafia, Giuseppe Scarfo. One, Pierre Gauthier, is going to lead the investigation, and ...                 »
"
34745,India,Crime,movie,Drushyam,150.0,2014,4407,8.3,"Rambabu (Venkatesh Daggubati), a cable operator, tries to protect his family from paying the price for their accidental crime."
34207,India,Crime,movie,Operation Java,146.0,2021,4537,8.1,"The story revolves around a group of officers and a series of mysteries, events and cases reported before them in the Cyber Cell. It is also about how they plan and execute their operations."
34258,United Kingdom,Crime,tvSeries,The Unpleasantness at the Bellona Club,180.0,1972,311,8.2,"When one of the members of the Bellona Club passes away, Lord Wimsey is brought in to determine the time of death for testamentary purposes."
33848,Canada,Thriller,tvSeries,Fortier,40.0,2001,317,8.0,"Anne Fortier détient un doctorat en psychologie, doublé d'une spécialité en clinique criminelle. Elle exerce son métier comme contractuelle au SAS - la Section anti-sociopathes -, escouade ...                 »
"
33377,Canada,Crime,tvSeries,Rookie Blue Webisodes,-1.0,2014,325,8.4,This series of companion webisodes follows the officers and rookies of Rookie Blue as they undergo psychiatric evaluation and a critical stakeout.
32266,United Kingdom,Crime,tvSeries,Looking After Jo Jo,50.0,1998,350,8.3,Set on an Edinburgh council estate in the bleak 1980's rising drug dealer Jo-Jo McCann is hellbent on gaining money and power at all costs.
31799,United States,Crime,tvSeries,M Squad,30.0,1957,359,8.1,"The hard-hitting adventures of tough Lieutenant Frank Ballinger, a member of the Chicago Police Department's M Squad, an elite crime-fighting unit."
31286,India,Crime,tvSeries,Dev,-1.0,2017,371,8.8,"Showcasing stories inspired from real life events, this fictionalized investigative thriller plunges viewers into the world of Dev Burman - a detective who is an enigma in himself."
30938,United Kingdom,Crime,tvSeries,Public Eye,60.0,1965,375,8.5,"Cynical, dour and world-weary, private eye Frank Marker is frequently the unwitting stooge in bigger criminal wheels in his attempts to make a tenuous living on the outskirts of London."
29970,United States,Sport,tvSeries,Steve Austin's Broken Skull Sessions,-1.0,2019,398,8.5,Stone Cold Steve Austin interviews WWE Superstars and legends.
30430,United States,Crime,tvSeries,Robbery Homicide Division,60.0,2002,387,8.0,Drama centers on Lt. Sam Cole and his team of cops in the elite robbery/homicide division of the Los Angeles Police Department.
29513,India,Crime,movie,Joseph,138.0,2018,5821,8.0,"The story develops through the life of four retired policemen. It has the tone of a thriller investigation. An issue affecting the life of Joseph, the central character, and his family is being investigated."
29877,United States,Sport,tvSeries,New Japan Pro Wrestling,-1.0,2015,404,8.6,"A hard hitting, fast paced, strong style alternative to professional wrestling. The stars of New Japan show up - to show off."
29903,Canada,Sport,tvSeries,Hockey Night in Canada,-1.0,1952,403,9.4,The premiere Canadian prime time NHL ice hockey telecast program.
28900,United Kingdom,Thriller,tvSeries,Harry's Game,180.0,1982,429,8.0,"Harry is an undercover agent for the British army sent to Northern Ireland to infiltrate the IRA and find (and terminate) the assassin of a British Cabinet Minister. Harry is alone, the ...                 »
"
28037,India,Crime,movie,Evaru,118.0,2019,6329,8.1,Sub-inspector Vikram Vasudev is entrusted with the task of investigating the murder of a high ranking officer who was killed by his alleged rape victim. When he delves deeper into the case he uncovers some surprising facts.
27763,United States,Crime,tvSeries,I'd Kill for You,-1.0,2013,471,8.1,Ordinary people are involved in true cases of murder. Everything is not what it seems.
27825,United States,Horror,tvSeries,Elvira's Movie Macabre,120.0,2010,467,8.5,"A revamping, if you will, of the 1980's classic horror movie showcase, hosted by Elvira, Mistress of the Dark."
27045,United States,Thriller,movie,Graves End,90.0,2005,6689,8.6,"When society turns their back on reformed felons, the town of Graves End welcomes them but when the ex-cons disappear, FBI agent Paul Rickman comes looking for them and discovers more than he expected."
26474,United States,Crime,tvSeries,It Takes a Thief,46.0,2005,508,8.3,"Two guys teach families how to secure their homes, by first breaking into them."
26595,India,Crime,movie,Thondi Muthalum Driksakshiyum,135.0,2017,6862,8.1,"Prasad and Sreeja enter wedlock and move to a new place to continue the rest of their lives. Unfortunate events begin to take place after Prasad, a small-time thief, robs Sreeja's gold chain during a bus journey."
